game_name,opponent_type,episode_id,seed,round,self_action,opp_action,self_payoff,opp_payoff,is_probe,confidence,predicted_next_action,actual_next_opp_action,identifiable
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,1,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,2,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,3,C,C,3.0,3.0,True,0.9,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,4,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,5,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,6,C,C,3.0,3.0,True,1.0,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,7,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,8,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,9,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,10,C,C,3.0,3.0,True,1.0,C,,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,1,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,2,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,3,C,C,3.0,3.0,True,0.9,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,4,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,5,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,6,C,C,3.0,3.0,True,1.0,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,7,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,8,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,9,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,10,C,C,3.0,3.0,True,1.0,C,,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,1,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,2,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,3,C,C,3.0,3.0,True,0.9,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,4,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,5,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,6,C,C,3.0,3.0,True,1.0,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,7,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,8,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,9,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,10,C,C,3.0,3.0,True,1.0,C,,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,1,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,2,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,3,C,C,3.0,3.0,True,0.9,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,4,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,5,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,6,C,C,3.0,3.0,True,1.0,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,7,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,8,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,9,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,10,C,C,3.0,3.0,True,1.0,C,,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,1,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,2,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,3,C,C,3.0,3.0,True,0.9,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,4,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,5,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,6,C,C,3.0,3.0,True,1.0,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,7,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,8,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,9,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,10,C,C,3.0,3.0,True,1.0,C,,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,1,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,2,C,C,3.0,3.0,False,,,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,3,C,C,3.0,3.0,True,0.9,C,C,False
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,4,C,C,3.0,3.0,False,,,,
