game_name,opponent_type,episode_id,seed,variant,round,self_action,opp_action,self_payoff,opp_payoff,confidence,normalized_payoff,cooperation_rate
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,1,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,2,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,3,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,4,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,5,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,6,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,7,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,8,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,9,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,A,10,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,B,3,C,,,,0.9,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,B,6,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,B,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,B2,3,C,,,,0.5,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,B2,6,C,,,,0.8,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,B2,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,1,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,2,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,3,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,4,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,5,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,6,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,7,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,8,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,9,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,C,10,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,1,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,2,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,3,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,4,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,5,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,6,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,7,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,8,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,9,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,A,10,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,B,3,C,,,,0.9,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,B,6,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,B,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,B2,3,C,,,,0.5,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,B2,6,C,,,,0.8,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,B2,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,1,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,2,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,3,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,4,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,5,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,6,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,7,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,8,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,9,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,C,10,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,1,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,2,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,3,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,4,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,5,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,6,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,7,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,8,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,9,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,A,10,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,B,3,C,,,,0.9,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,B,6,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,B,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,B2,3,C,,,,0.5,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,B2,6,C,,,,0.8,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,B2,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,1,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,2,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,3,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,4,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,5,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,6,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,7,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,8,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,9,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_2,336346478,C,10,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,1,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,2,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,3,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,4,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,5,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,6,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,7,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,8,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,9,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,A,10,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,B,3,C,,,,0.9,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,B,6,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,B,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,B2,3,C,,,,0.5,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,B2,6,C,,,,0.8,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,B2,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,1,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,2,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,3,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,4,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,5,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,6,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,7,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,8,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,9,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_3,2003884608,C,10,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,1,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,2,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,3,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,4,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,5,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,6,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,7,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,8,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,9,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,A,10,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,B,3,C,,,,0.9,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,B,6,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,B,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,B2,3,C,,,,0.5,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,B2,6,C,,,,0.8,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,B2,10,C,,,,1.0,,
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,1,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,2,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,3,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,4,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,5,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,6,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,7,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,8,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,9,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_4,1623277977,C,10,D,C,5.0,0.0,,1.0,0.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,A,1,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,A,2,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,A,3,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,A,4,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,A,5,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,A,6,C,C,3.0,3.0,,0.6,1.0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_5,1143332459,A,7,C,C,3.0,3.0,,0.6,1.0
